,OrderNumber,OrderDate,CustomerNameIndex,Channel,CurrencyCode,WarehouseCode,DeliveryRegionIndex,ProductDescriptionIndex,OrderQuantity,UnitPrice,LineTotal,TotalUnitCost
924,SO - 0001025,41898,125,Distributor,USD,GUT930,37,15,7,1038.5,7269.5,810.03
925,SO - 0001026,41898,94,Export,USD,FLR025,64,1,5,3470.6,17353.0,1561.77
926,SO - 0001027,41898,57,Wholesale,USD,AXW291,15,13,6,2659.9,15959.4,2154.519
927,SO - 0001028,41898,71,Distributor,USD,AXW291,23,2,7,1118.9,7832.3,637.773
928,SO - 0001029,41898,43,Distributor,USD,NXH382,59,11,8,3892.7,31141.6,2257.766
929,SO - 0001030,41898,30,Export,USD,GUT930,32,5,12,2003.3,24039.6,921.518
930,SO - 0001031,41898,2,Distributor,USD,AXW291,16,14,11,998.3,10981.3,788.657
931,SO - 0001032,41899,144,Distributor,USD,NXH382,57,1,9,2546.0,22914.0,1654.9
932,SO - 0001033,41899,146,Wholesale,USD,AXW291,5,9,9,2552.7,22974.3,2093.214
933,SO - 0001034,41899,25,Export,USD,AXW291,9,8,5,3839.1,19195.5,2610.588
934,SO - 0001035,41899,23,Wholesale,USD,FLR025,64,14,11,6076.9,66845.9,4071.523
935,SO - 0001036,41899,106,Distributor,USD,NXH382,56,7,9,1051.9,9467.1,462.836
936,SO - 0001037,41899,51,Wholesale,USD,NXH382,55,13,7,1132.3,7926.1,577.473
937,SO - 0001038,41900,102,Wholesale,USD,FLR025,66,13,10,2961.4,29614.0,1184.56
938,SO - 0001039,41900,104,Wholesale,USD,AXW291,16,2,7,3396.9,23778.3,2140.047
939,SO - 0001040,41900,17,Export,USD,GUT930,44,9,5,5728.5,28642.5,3322.53
940,SO - 0001041,41900,73,Distributor,USD,GUT930,42,8,12,2224.4,26692.8,1401.372
941,SO - 0001042,41900,120,Wholesale,USD,FLR025,65,12,8,3986.5,31892.0,1674.33
942,SO - 0001043,41900,25,Wholesale,USD,AXW291,28,7,6,5681.6,34089.6,2613.536
943,SO - 0001044,41901,24,Distributor,USD,AXW291,4,15,9,5272.9,47456.1,3005.553
944,SO - 0001045,41901,85,Export,USD,NXH382,58,3,12,1125.6,13507.2,529.032
945,SO - 0001046,41901,26,Distributor,USD,AXW291,11,11,6,690.1,4140.6,400.258
946,SO - 0001047,41901,173,Wholesale,USD,AXW291,17,11,9,2546.0,22914.0,1502.14
947,SO - 0001048,41901,26,Distributor,USD,GUT930,41,11,9,3035.1,27315.9,2276.325
948,SO - 0001049,41901,9,Distributor,USD,AXW291,25,8,7,4006.6,28046.2,2444.026
949,SO - 0001050,41902,154,Export,USD,GUT930,35,15,10,3892.7,38927.0,2179.912
950,SO - 0001051,41902,125,Wholesale,USD,FLR025,61,13,6,2566.1,15396.6,1334.372
951,SO - 0001052,41902,80,Export,USD,GUT930,37,3,5,1333.3,6666.5,786.647
952,SO - 0001053,41902,166,Distributor,USD,FLR025,64,10,7,1051.9,7363.3,452.317
953,SO - 0001054,41902,169,Distributor,USD,NXH382,51,5,10,3946.3,39463.0,3314.892
954,SO - 0001055,41902,69,Distributor,USD,AXW291,27,14,8,1118.9,8951.2,593.017
955,SO - 0001056,41902,154,Distributor,USD,NXH382,50,12,5,2881.0,14405.0,1325.26
956,SO - 0001057,41903,96,Export,USD,GUT930,38,6,12,2224.4,26692.8,1890.74
957,SO - 0001058,41903,147,Wholesale,USD,AXW291,30,2,6,1011.7,6070.2,586.786
958,SO - 0001059,41903,2,Wholesale,USD,AXW291,4,10,11,167.5,1842.5,123.95
959,SO - 0001060,41903,94,Wholesale,USD,AXW291,3,2,12,1139.0,13668.0,740.35
960,SO - 0001061,41903,49,Wholesale,USD,AXW291,24,11,5,167.5,837.5,110.55
961,SO - 0001062,41903,136,Wholesale,USD,AXW291,28,5,8,864.3,6914.4,553.152
962,SO - 0001063,41903,14,Wholesale,USD,AXW291,25,2,12,2914.5,34974.0,2477.325
963,SO - 0001064,41904,167,Distributor,USD,GUT930,42,10,5,5293.0,26465.0,2858.22
964,SO - 0001065,41904,70,Export,USD,AXW291,12,9,6,924.6,5547.6,406.824
965,SO - 0001066,41904,98,Wholesale,USD,AXW291,29,9,6,884.4,5306.4,619.08
966,SO - 0001067,41904,95,Distributor,USD,AXW291,11,13,7,2458.9,17212.3,1819.586
967,SO - 0001068,41904,64,Export,USD,FLR025,65,15,11,924.6,10170.6,656.466
968,SO - 0001069,41904,1,Wholesale,USD,AXW291,19,4,12,6344.9,76138.8,3235.899
969,SO - 0001070,41904,81,Distributor,USD,AXW291,4,3,5,3932.9,19664.5,2910.346
970,SO - 0001071,41905,160,Export,USD,NXH382,54,11,10,1112.2,11122.0,500.49
971,SO - 0001072,41905,54,Export,USD,NXH382,47,13,12,904.5,10854.0,370.845
972,SO - 0001073,41905,54,Wholesale,USD,AXW291,17,5,8,1165.8,9326.4,524.61
973,SO - 0001074,41905,75,Export,USD,NXH382,53,13,10,174.2,1742.0,116.714
974,SO - 0001075,41905,113,Wholesale,USD,NXH382,58,12,11,2378.5,26163.5,1379.53
975,SO - 0001076,41905,77,Wholesale,USD,FLR025,65,6,9,1025.1,9225.9,850.833
976,SO - 0001077,41905,23,Wholesale,USD,AXW291,18,9,8,3839.1,30712.8,2034.723
977,SO - 0001078,41905,95,Distributor,USD,AXW291,31,6,11,1031.8,11349.8,650.034
978,SO - 0001079,41905,143,Wholesale,USD,FLR025,61,8,11,1005.0,11055.0,623.1
979,SO - 0001080,41906,111,Distributor,USD,FLR025,61,8,7,3886.0,27202.0,2215.02
980,SO - 0001081,41906,120,Distributor,USD,GUT930,34,9,12,1125.6,13507.2,574.056
981,SO - 0001082,41906,127,Distributor,USD,NXH382,59,12,7,3899.4,27295.8,1832.718
982,SO - 0001083,41906,171,Export,USD,GUT930,38,5,6,1842.5,11055.0,976.525
983,SO - 0001084,41906,50,Distributor,USD,AXW291,28,4,7,201.0,1407.0,86.43
984,SO - 0001085,41906,104,Wholesale,USD,NXH382,55,13,11,1768.8,19456.8,707.52
985,SO - 0001086,41906,119,Wholesale,USD,NXH382,48,4,5,5996.5,29982.5,3777.795
986,SO - 0001087,41906,55,Export,USD,NXH382,60,3,10,2525.9,25259.0,1667.094
987,SO - 0001088,41906,158,Distributor,USD,AXW291,11,3,12,1005.0,12060.0,562.8
988,SO - 0001089,41906,24,Wholesale,USD,NXH382,52,4,7,944.7,6612.9,377.88
989,SO - 0001090,41906,21,Export,USD,GUT930,44,3,10,1681.7,16817.0,924.935
990,SO - 0001091,41907,5,Wholesale,USD,FLR025,61,8,5,180.9,904.5,151.956
991,SO - 0001092,41907,162,Wholesale,USD,NXH382,56,15,10,1896.1,18961.0,1592.724
992,SO - 0001093,41907,139,Wholesale,USD,NXH382,52,6,12,804.0,9648.0,410.04
993,SO - 0001094,41907,32,Wholesale,USD,NXH382,52,5,7,1112.2,7785.4,778.54
994,SO - 0001095,41907,173,Wholesale,USD,GUT930,32,11,7,971.5,6800.5,437.175
995,SO - 0001096,41907,146,Export,USD,NXH382,49,4,11,2465.6,27121.6,1380.736
996,SO - 0001097,41907,171,Wholesale,USD,GUT930,38,11,6,2659.9,15959.4,1915.128
997,SO - 0001098,41908,31,Wholesale,USD,AXW291,11,5,11,1675.0,18425.0,1155.75
998,SO - 0001099,41908,107,Wholesale,USD,AXW291,21,1,8,6150.6,49204.8,3505.842
999,SO - 0001100,41908,74,Distributor,USD,GUT930,31,15,12,5306.4,63676.8,2387.88
1000,SO - 0001101,41908,15,Wholesale,USD,NXH382,60,5,6,3758.7,22552.2,3082.134
1001,SO - 0001102,41908,87,Wholesale,USD,NXH382,58,11,5,2291.4,11457.0,1603.98
1002,SO - 0001103,41908,1,Distributor,USD,AXW291,26,15,6,5748.6,34491.6,3564.132
1003,SO - 0001104,41908,75,Wholesale,USD,FLR025,64,6,11,1909.5,21004.5,1336.65
1004,SO - 0001105,41908,127,Distributor,USD,GUT930,34,6,5,3892.7,19463.5,3308.795
1005,SO - 0001106,41908,148,Wholesale,USD,FLR025,65,7,12,1118.9,13426.8,749.663
1006,SO - 0001107,41908,65,Distributor,USD,AXW291,30,11,9,3999.9,35999.1,2559.936
1007,SO - 0001108,41909,58,Wholesale,USD,NXH382,52,4,6,1782.2,10693.2,873.278
1008,SO - 0001109,41909,48,Distributor,USD,AXW291,21,14,11,1072.0,11792.0,707.52
1009,SO - 0001110,41909,121,Wholesale,USD,AXW291,6,12,11,917.9,10096.9,559.919
1010,SO - 0001111,41909,109,Wholesale,USD,NXH382,59,7,5,5252.8,26264.0,2836.512
1011,SO - 0001112,41909,78,Distributor,USD,GUT930,39,2,6,6505.7,39034.2,5399.731
1012,SO - 0001113,41909,105,Wholesale,USD,NXH382,57,3,11,3390.2,37292.2,1932.414
1013,SO - 0001114,41909,169,Export,USD,NXH382,54,4,11,221.1,2432.1,108.339
1014,SO - 0001115,41909,50,Wholesale,USD,NXH382,51,15,12,3993.2,47918.4,3034.832
1015,SO - 0001116,41909,41,Wholesale,USD,FLR025,61,1,8,2519.2,20153.6,1612.288
1016,SO - 0001117,41910,20,Wholesale,USD,AXW291,4,5,12,3953.0,47436.0,2964.75
1017,SO - 0001118,41910,2,Wholesale,USD,NXH382,55,11,11,1092.1,12013.1,840.917
1018,SO - 0001119,41910,115,Wholesale,USD,AXW291,16,5,6,5835.7,35014.2,4726.917
1019,SO - 0001120,41910,159,Wholesale,USD,AXW291,19,5,6,1701.8,10210.8,1276.35
1020,SO - 0001121,41910,3,Distributor,USD,AXW291,4,3,6,6117.1,36702.6,4343.141
1021,SO - 0001122,41910,136,Wholesale,USD,FLR025,60,5,12,1829.1,21949.2,1188.915
1022,SO - 0001123,41910,27,Distributor,USD,FLR025,66,8,12,3932.9,47194.8,2477.727
1023,SO - 0001124,41910,40,Wholesale,USD,AXW291,18,14,11,1695.1,18646.1,1101.815
1024,SO - 0001125,41910,144,Wholesale,USD,GUT930,36,1,8,180.9,1447.2,130.248
1025,SO - 0001126,41911,54,Wholesale,USD,AXW291,23,12,10,877.7,8777.0,631.944
1026,SO - 0001127,41911,2,Distributor,USD,AXW291,15,2,9,2646.5,23818.5,1984.875
1027,SO - 0001128,41911,107,Distributor,USD,AXW291,14,10,7,5132.2,35925.4,2206.846
1028,SO - 0001129,41911,19,Distributor,USD,AXW291,9,11,5,5112.1,25560.5,3271.744
1029,SO - 0001130,41911,70,Wholesale,USD,GUT930,40,12,9,1065.3,9587.7,521.997
1030,SO - 0001131,41911,19,Wholesale,USD,GUT930,39,7,9,3269.6,29426.4,2059.848
1031,SO - 0001132,41911,75,Export,USD,NXH382,57,12,12,6070.2,72842.4,3277.908
1032,SO - 0001133,41911,98,Distributor,USD,AXW291,6,3,5,1279.7,6398.5,857.399
1033,SO - 0001134,41911,103,Distributor,USD,AXW291,14,15,5,3061.9,15309.5,2449.52
1034,SO - 0001135,41911,29,Export,USD,GUT930,42,5,6,2646.5,15879.0,1217.39
1035,SO - 0001136,41912,107,Wholesale,USD,AXW291,31,2,6,5232.7,31396.2,3767.544
1036,SO - 0001137,41912,35,Distributor,USD,AXW291,19,5,9,3986.5,35878.5,3268.93
1037,SO - 0001138,41912,60,Wholesale,USD,NXH382,56,10,12,247.9,2974.8,178.488
1038,SO - 0001139,41912,18,Wholesale,USD,AXW291,21,3,9,221.1,1989.9,141.504
1039,SO - 0001140,41912,80,Wholesale,USD,FLR025,65,14,9,1118.9,10070.1,492.316
1040,SO - 0001141,41912,165,Wholesale,USD,AXW291,27,3,9,5433.7,48903.3,2825.524
1041,SO - 0001142,41912,89,Wholesale,USD,NXH382,53,7,7,3028.4,21198.8,1756.472
1042,SO - 0001143,41912,120,Distributor,USD,NXH382,54,14,11,3892.7,42819.7,2296.693
1043,SO - 0001144,41912,128,Wholesale,USD,GUT930,41,8,8,2579.5,20636.0,2089.395
1044,SO - 0001145,41912,57,Wholesale,USD,AXW291,24,15,9,1809.0,16281.0,1230.12
1045,SO - 0001146,41913,4,Wholesale,USD,GUT930,39,7,10,5118.8,51188.0,2457.024
1046,SO - 0001147,41913,74,Distributor,USD,GUT930,44,12,9,978.2,8803.8,753.214
1047,SO - 0001148,41913,168,Wholesale,USD,GUT930,39,11,8,770.5,6164.0,554.76
1048,SO - 0001149,41913,96,Distributor,USD,AXW291,4,4,12,1085.4,13024.8,759.78
1049,SO - 0001150,41913,149,Wholesale,USD,NXH382,56,3,12,1989.9,23878.8,795.96
1050,SO - 0001151,41913,123,Wholesale,USD,AXW291,4,10,10,2907.8,29078.0,2180.85
1051,SO - 0001152,41913,10,Wholesale,USD,AXW291,10,15,5,1165.8,5829.0,886.008
1052,SO - 0001153,41913,126,Wholesale,USD,AXW291,21,12,6,5715.1,34290.6,4343.476
1053,SO - 0001154,41913,39,Wholesale,USD,AXW291,29,9,10,1695.1,16951.0,1254.374
1054,SO - 0001155,41914,32,Wholesale,USD,AXW291,28,6,9,1038.5,9346.5,643.87
1055,SO - 0001156,41914,17,Export,USD,NXH382,57,5,12,5788.8,69465.6,2778.624
1056,SO - 0001157,41914,69,Export,USD,AXW291,4,12,12,2237.8,26853.6,1118.9
1057,SO - 0001158,41914,8,Export,USD,NXH382,60,4,10,1132.3,11323.0,871.871
1058,SO - 0001159,41914,75,Wholesale,USD,AXW291,16,11,5,891.1,4455.5,552.482
1059,SO - 0001160,41914,78,Distributor,USD,AXW291,4,10,5,3819.0,19095.0,3055.2
1060,SO - 0001161,41915,56,Wholesale,USD,NXH382,52,3,11,1232.8,13560.8,702.696
1061,SO - 0001162,41915,111,Export,USD,AXW291,3,15,6,6331.5,37989.0,2532.6
1062,SO - 0001163,41915,144,Distributor,USD,AXW291,9,13,8,917.9,7343.2,431.413
1063,SO - 0001164,41915,8,Wholesale,USD,GUT930,45,10,9,1333.3,11999.7,639.984
1064,SO - 0001165,41915,80,Wholesale,USD,AXW291,18,2,5,5467.2,27336.0,3444.336
1065,SO - 0001166,41915,115,Export,USD,NXH382,56,7,12,5896.0,70752.0,3950.32
1066,SO - 0001167,41915,117,Wholesale,USD,AXW291,14,2,8,1809.0,14472.0,1212.03
1067,SO - 0001168,41915,3,Wholesale,USD,AXW291,15,10,8,1112.2,8897.6,722.93
1068,SO - 0001169,41916,46,Export,USD,GUT930,34,12,10,2546.0,25460.0,1782.2
1069,SO - 0001170,41916,58,Wholesale,USD,GUT930,41,7,6,1139.0,6834.0,774.52
1070,SO - 0001171,41916,108,Wholesale,USD,GUT930,41,1,11,3872.6,42598.6,2362.286
1071,SO - 0001172,41916,85,Wholesale,USD,AXW291,7,8,9,1326.6,11939.4,809.226
1072,SO - 0001173,41916,31,Wholesale,USD,FLR025,63,10,10,2525.9,25259.0,1793.389
1073,SO - 0001174,41916,157,Wholesale,USD,AXW291,26,13,9,924.6,8321.4,564.006
1074,SO - 0001175,41916,50,Wholesale,USD,AXW291,23,5,11,261.3,2874.3,146.328
1075,SO - 0001176,41917,114,Distributor,USD,AXW291,3,5,9,234.5,2110.5,161.805
1076,SO - 0001177,41917,70,Distributor,USD,NXH382,59,10,12,5775.4,69304.8,4273.796
1077,SO - 0001178,41917,50,Distributor,USD,GUT930,33,6,11,3852.5,42377.5,2812.325
1078,SO - 0001179,41917,28,Distributor,USD,AXW291,27,9,12,1045.2,12542.4,585.312
1079,SO - 0001180,41917,22,Export,USD,FLR025,62,10,5,864.3,4321.5,535.866
1080,SO - 0001181,41917,162,Distributor,USD,AXW291,17,10,6,2559.4,15356.4,2124.302
1081,SO - 0001182,41918,20,Wholesale,USD,GUT930,37,3,10,1922.9,19229.0,999.908
1082,SO - 0001183,41918,127,Distributor,USD,AXW291,3,11,8,3979.8,31838.4,2865.456
1083,SO - 0001184,41918,88,Wholesale,USD,NXH382,54,15,12,917.9,11014.8,706.783
1084,SO - 0001185,41918,136,Export,USD,GUT930,32,12,7,3671.6,25701.2,1652.22
1085,SO - 0001186,41918,150,Export,USD,GUT930,37,15,10,1018.4,10184.0,651.776
1086,SO - 0001187,41919,154,Distributor,USD,AXW291,25,3,12,1051.9,12622.8,831.001
1087,SO - 0001188,41919,34,Wholesale,USD,AXW291,10,5,6,1025.1,6150.6,789.327
1088,SO - 0001189,41919,95,Wholesale,USD,NXH382,49,11,8,194.3,1554.4,83.549
1089,SO - 0001190,41919,54,Export,USD,AXW291,15,4,8,3993.2,31945.6,1836.872
1090,SO - 0001191,41919,93,Distributor,USD,AXW291,14,15,9,5567.7,50109.3,4175.775
1091,SO - 0001192,41919,86,Distributor,USD,AXW291,22,15,6,1065.3,6391.8,500.691
1092,SO - 0001193,41919,24,Wholesale,USD,AXW291,28,13,6,1072.0,6432.0,911.2
1093,SO - 0001194,41919,50,Wholesale,USD,NXH382,49,14,6,214.4,1286.4,154.368
1094,SO - 0001195,41920,93,Wholesale,USD,AXW291,8,3,6,5112.1,30672.6,2913.897
1095,SO - 0001196,41920,161,Export,USD,AXW291,29,14,11,904.5,9949.5,615.06
1096,SO - 0001197,41920,143,Export,USD,NXH382,55,2,8,2324.9,18599.2,1952.916
1097,SO - 0001198,41920,104,Wholesale,USD,GUT930,38,12,6,3993.2,23959.2,3314.356
1098,SO - 0001199,41920,139,Wholesale,USD,NXH382,51,11,6,1025.1,6150.6,594.558
1099,SO - 0001200,41920,139,Wholesale,USD,AXW291,20,15,12,1306.5,15678.0,888.42
1100,SO - 0001201,41920,78,Wholesale,USD,AXW291,5,7,6,254.6,1527.6,101.84
1101,SO - 0001202,41920,38,Distributor,USD,GUT930,42,14,9,1896.1,17064.9,1573.763
1102,SO - 0001203,41921,121,Distributor,USD,GUT930,34,3,7,1058.6,7410.2,571.644
1103,SO - 0001204,41921,11,Wholesale,USD,GUT930,46,8,5,4020.0,20100.0,2130.6
1104,SO - 0001205,41921,174,Wholesale,USD,AXW291,24,6,10,2003.3,20033.0,861.419
1105,SO - 0001206,41921,133,Wholesale,USD,GUT930,42,9,9,5165.7,46491.3,4029.246
1106,SO - 0001207,41921,123,Wholesale,USD,AXW291,11,1,8,5145.6,41164.8,3601.92
1107,SO - 0001208,41921,64,Distributor,USD,FLR025,60,6,5,1936.3,9681.5,1277.958
1108,SO - 0001209,41922,61,Wholesale,USD,AXW291,25,11,12,174.2,2090.4,114.972
1109,SO - 0001210,41922,31,Wholesale,USD,NXH382,54,2,10,1728.6,17286.0,1071.732
1110,SO - 0001211,41922,49,Distributor,USD,AXW291,11,4,7,1809.0,12663.0,1121.58
1111,SO - 0001212,41922,67,Distributor,USD,GUT930,33,2,7,3517.5,24622.5,2673.3
1112,SO - 0001213,41922,48,Distributor,USD,AXW291,3,13,12,2659.9,31918.8,2154.519
1113,SO - 0001214,41922,124,Wholesale,USD,NXH382,50,4,7,2351.7,16461.9,1716.741
1114,SO - 0001215,41923,4,Wholesale,USD,NXH382,56,12,6,180.9,1085.4,94.068
1115,SO - 0001216,41923,72,Distributor,USD,AXW291,20,15,8,1118.9,8951.2,581.828
1116,SO - 0001217,41923,125,Wholesale,USD,AXW291,28,12,6,2010.0,12060.0,1185.9
1117,SO - 0001218,41923,16,Distributor,USD,GUT930,34,8,8,1206.0,9648.0,795.96
1118,SO - 0001219,41923,6,Wholesale,USD,AXW291,1,11,5,180.9,904.5,130.248
1119,SO - 0001220,41924,30,Wholesale,USD,GUT930,44,5,7,3886.0,27202.0,2059.58
1120,SO - 0001221,41924,52,Distributor,USD,FLR025,65,2,8,6505.7,52045.6,4293.762
1121,SO - 0001222,41924,175,Export,USD,AXW291,7,6,6,1051.9,6311.4,820.482
1122,SO - 0001223,41924,103,Wholesale,USD,NXH382,52,4,9,1092.1,9828.9,524.208
1123,SO - 0001224,41924,159,Wholesale,USD,AXW291,3,7,8,2492.4,19939.2,1370.82
1124,SO - 0001225,41924,17,Wholesale,USD,FLR025,64,5,12,3892.7,46712.4,1868.496
1125,SO - 0001226,41925,134,Wholesale,USD,FLR025,66,10,7,2505.8,17540.6,2079.814
1126,SO - 0001227,41925,2,Wholesale,USD,GUT930,46,7,11,824.1,9065.1,395.568
1127,SO - 0001228,41925,126,Distributor,USD,GUT930,46,13,10,690.1,6901.0,441.664
1128,SO - 0001229,41925,117,Distributor,USD,AXW291,12,7,8,2365.1,18920.8,1206.201
1129,SO - 0001230,41925,56,Distributor,USD,AXW291,12,7,10,1072.0,10720.0,460.96
1130,SO - 0001231,41925,144,Distributor,USD,FLR025,64,10,6,1065.3,6391.8,468.732
1131,SO - 0001232,41925,20,Wholesale,USD,GUT930,46,11,5,2586.2,12931.0,1396.548
1132,SO - 0001233,41926,48,Wholesale,USD,NXH382,59,15,12,207.7,2492.4,151.621
1133,SO - 0001234,41926,70,Wholesale,USD,AXW291,9,1,8,4006.6,32052.8,2283.762
1134,SO - 0001235,41926,21,Export,USD,AXW291,10,9,5,2331.6,11658.0,1095.852
1135,SO - 0001236,41926,149,Export,USD,AXW291,18,1,11,1018.4,11202.4,600.856
1136,SO - 0001237,41926,77,Wholesale,USD,AXW291,3,10,11,5628.0,61908.0,4108.44
1137,SO - 0001238,41926,1,Wholesale,USD,AXW291,22,3,10,2546.0,25460.0,1782.2
1138,SO - 0001239,41926,39,Wholesale,USD,FLR025,60,8,7,857.6,6003.2,668.928
1139,SO - 0001240,41927,4,Distributor,USD,AXW291,16,7,5,3906.1,19530.5,1757.745
1140,SO - 0001241,41927,123,Wholesale,USD,NXH382,47,15,5,1005.0,5025.0,783.9
1141,SO - 0001242,41927,17,Wholesale,USD,NXH382,55,9,12,844.2,10130.4,388.332
1142,SO - 0001243,41927,100,Wholesale,USD,AXW291,6,12,9,1031.8,9286.2,515.9
1143,SO - 0001244,41928,68,Wholesale,USD,NXH382,55,5,12,924.6,11095.2,591.744
1144,SO - 0001245,41928,110,Export,USD,NXH382,54,14,8,1072.0,8576.0,825.44
1145,SO - 0001246,41928,94,Distributor,USD,AXW291,14,13,11,261.3,2874.3,172.458
1146,SO - 0001247,41928,151,Distributor,USD,AXW291,7,5,8,1065.3,8522.4,894.852
1147,SO - 0001248,41928,162,Distributor,USD,GUT930,42,13,10,1929.6,19296.0,1254.24
1148,SO - 0001249,41928,12,Export,USD,AXW291,5,8,10,5460.5,54605.0,3494.72
1149,SO - 0001250,41928,57,Export,USD,GUT930,42,4,11,1815.7,19972.7,1180.205
1150,SO - 0001251,41928,74,Distributor,USD,AXW291,31,14,12,944.7,11336.4,387.327
1151,SO - 0001252,41928,120,Wholesale,USD,FLR025,63,8,7,850.9,5956.3,553.085
1152,SO - 0001253,41928,120,Wholesale,USD,AXW291,13,15,6,207.7,1246.2,174.468
1153,SO - 0001254,41928,5,Distributor,USD,AXW291,20,1,12,1916.2,22994.4,823.966
1154,SO - 0001255,41929,156,Distributor,USD,GUT930,41,15,8,1889.4,15115.2,963.594
1155,SO - 0001256,41929,149,Wholesale,USD,AXW291,17,13,12,241.2,2894.4,185.724
1156,SO - 0001257,41929,128,Distributor,USD,AXW291,21,5,11,6016.6,66182.6,4392.118
1157,SO - 0001258,41929,82,Distributor,USD,AXW291,7,4,6,1072.0,6432.0,621.76
1158,SO - 0001259,41929,10,Distributor,USD,AXW291,1,7,8,3825.7,30605.6,2601.476
1159,SO - 0001260,41930,17,Wholesale,USD,FLR025,64,11,12,2814.0,33768.0,2166.78
1160,SO - 0001261,41930,6,Wholesale,USD,NXH382,49,5,7,2619.7,18337.9,1807.593
1161,SO - 0001262,41930,127,Export,USD,AXW291,29,15,10,1118.9,11189.0,525.883
1162,SO - 0001263,41930,7,Wholesale,USD,AXW291,31,3,12,1072.0,12864.0,514.56
1163,SO - 0001264,41930,20,Wholesale,USD,AXW291,31,10,7,3946.3,27624.1,1617.983
1164,SO - 0001265,41930,50,Wholesale,USD,NXH382,57,1,9,241.2,2170.8,166.428
1165,SO - 0001266,41931,51,Distributor,USD,AXW291,28,14,10,241.2,2412.0,156.78
1166,SO - 0001267,41931,118,Export,USD,NXH382,47,1,6,1005.0,6030.0,854.25
1167,SO - 0001268,41931,88,Export,USD,AXW291,25,8,12,234.5,2814.0,178.22
1168,SO - 0001269,41931,94,Wholesale,USD,AXW291,26,8,6,904.5,5427.0,741.69
1169,SO - 0001270,41931,95,Wholesale,USD,AXW291,16,2,12,1085.4,13024.8,477.576
1170,SO - 0001271,41931,22,Distributor,USD,AXW291,16,2,11,1018.4,11202.4,600.856
1171,SO - 0001272,41931,138,Distributor,USD,AXW291,5,6,6,261.3,1567.8,180.297
1172,SO - 0001273,41931,175,Distributor,USD,NXH382,53,1,7,3939.6,27577.2,2166.78
1173,SO - 0001274,41931,78,Distributor,USD,NXH382,55,15,8,6117.1,48936.8,3364.405
1174,SO - 0001275,41931,142,Wholesale,USD,AXW291,22,15,11,1775.5,19530.5,1207.34
1175,SO - 0001276,41931,140,Distributor,USD,AXW291,28,9,5,1005.0,5025.0,683.4
1176,SO - 0001277,41932,3,Distributor,USD,FLR025,66,1,5,1159.1,5795.5,985.235
1177,SO - 0001278,41932,89,Distributor,USD,GUT930,47,10,8,241.2,1929.6,200.196
1178,SO - 0001279,41932,92,Wholesale,USD,GUT930,33,12,9,5936.2,53425.8,3264.91
1179,SO - 0001280,41932,36,Distributor,USD,NXH382,56,6,7,931.3,6519.1,391.146
1180,SO - 0001281,41932,64,Distributor,USD,AXW291,23,9,9,1299.8,11698.2,623.904
1181,SO - 0001282,41932,171,Export,USD,AXW291,11,3,6,5373.4,32240.4,2364.296
1182,SO - 0001283,41932,146,Wholesale,USD,FLR025,60,11,10,2224.4,22244.0,1801.764
1183,SO - 0001284,41933,68,Distributor,USD,GUT930,34,4,5,2673.3,13366.5,1684.179
1184,SO - 0001285,41933,131,Distributor,USD,NXH382,53,9,11,3999.9,43998.9,2559.936
1185,SO - 0001286,41933,52,Wholesale,USD,GUT930,41,13,5,3845.8,19229.0,3268.93
1186,SO - 0001287,41933,125,Wholesale,USD,AXW291,23,9,11,2311.5,25426.5,1433.13
1187,SO - 0001288,41933,84,Distributor,USD,FLR025,64,15,6,1112.2,6673.2,444.88
1188,SO - 0001289,41933,100,Export,USD,AXW291,25,6,9,1031.8,9286.2,588.126
1189,SO - 0001290,41933,143,Distributor,USD,AXW291,21,10,9,891.1,8019.9,650.503
1190,SO - 0001291,41933,77,Wholesale,USD,AXW291,15,3,5,6103.7,30518.5,4394.664
1191,SO - 0001292,41934,123,Wholesale,USD,NXH382,52,12,10,5547.6,55476.0,3217.608
1192,SO - 0001293,41934,168,Wholesale,USD,NXH382,59,11,8,683.4,5467.2,396.372
1193,SO - 0001294,41934,128,Wholesale,USD,AXW291,8,14,8,5058.5,40468.0,2782.175
1194,SO - 0001295,41934,127,Wholesale,USD,FLR025,60,13,12,2485.7,29828.4,1217.993
1195,SO - 0001296,41934,169,Wholesale,USD,GUT930,42,10,6,6056.8,36340.8,2907.264
1196,SO - 0001297,41934,1,Distributor,USD,NXH382,59,5,5,3819.0,19095.0,2367.78
1197,SO - 0001298,41934,52,Distributor,USD,NXH382,50,7,12,951.4,11416.8,437.644
1198,SO - 0001299,41934,24,Distributor,USD,AXW291,22,9,9,1172.5,10552.5,926.275
1199,SO - 0001300,41934,118,Wholesale,USD,GUT930,36,2,7,2586.2,18103.4,1396.548
1200,SO - 0001301,41935,56,Export,USD,NXH382,55,2,6,234.5,1407.0,194.635
1201,SO - 0001302,41935,48,Distributor,USD,AXW291,11,15,9,1192.6,10733.4,632.078
1202,SO - 0001303,41935,121,Wholesale,USD,NXH382,53,4,10,3249.5,32495.0,2697.085
1203,SO - 0001304,41935,142,Distributor,USD,AXW291,29,14,11,5607.9,61686.9,3757.293
1204,SO - 0001305,41935,134,Export,USD,GUT930,36,9,8,1098.8,8790.4,868.052
